pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,sy_dist,sy_disterr1,sy_disterr2
KIC 10068024 b,KIC 10068024,1,1,1,Orbital Brightness Modulation,2021,Kepler,Published Confirmed,<a refstr=LILLO_BOX_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A...9L/abstract target=ref>Lillo-Box et al. 2021</a>,2.073549,8e-06,-0.000177,0.0,,,,,,,,,635.65681,127.13136,-127.13136,0.0,,,,,<a refstr=LILLO_BOX_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A...9L/abstract target=ref>Lillo-Box et al. 2021</a>,,6118.4,127.2,-121.2,0.0,1.57,0.53,-0.37,0.0,1.22,0.17,-0.14,0.0,0.01,0.153,-0.174,0.0,[Fe/H],721.105,,
Kepler-1352 b,Kepler-1352,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.87788275,7.35e-06,-7.35e-06,0.0,0.89,0.25,-0.11,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6118.0,107.49,-116.34,0.0,1.16,0.33,-0.14,0.0,1.11,0.11,-0.08,0.0,0.0,0.136,-0.192,0.0,[Fe/H],670.829,5.535,-5.446
Kepler-458 c,KIC 9663113,1,1,2,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,20.74028413,3.35e-05,-3.35e-05,0.0,4.2,0.63,-0.4,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6117.21,28.31,-28.31,0.0,2.22,,,0.0,1.15,,,0.0,0.144,0.027,-0.027,0.0,[M/H],1594.74,44.335,-44.335
Kepler-624 b,Kepler-624,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,14.58649607,2.876e-05,-2.876e-05,0.0,2.31,0.33,-0.24,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6117.0,70.67,-63.28,0.0,1.18,0.17,-0.11,0.0,1.1,0.05,-0.06,0.0,-0.06,0.104,-0.114,0.0,[Fe/H],748.188,11.8425,-11.8425
Kepler-401 c,Kepler-401,1,1,3,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,47.318218,0.000695,-0.000695,0.0,2.15,0.4,-0.4,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6117.0,100.0,-100.0,0.0,1.33,0.24,-0.24,0.0,,,,,,,,,,965.56,16.829,-16.272
Kepler-401 b,Kepler-401,1,1,3,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,14.383035,0.000211,-0.000211,0.0,1.71,0.4,-0.4,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6117.0,100.0,-100.0,0.0,1.33,0.24,-0.24,0.0,,,,,,,,,,965.56,16.829,-16.272
HD 75289 b,HD 75289,1,2,1,Radial Velocity,1999,La Silla Observatory,Published Confirmed,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.50927,6.4e-05,-6.4e-05,0.0,,,,,,,,,155.7367,9.5349,-9.5349,0.0,0.03,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6117.0,16.0,-16.0,0.0,1.23,0.02,-0.02,0.0,1.29,0.1,-0.1,0.0,0.26,,,0.0,[Fe/H],29.1158,0.024,-0.024
HD 187085 b,HD 187085,1,1,1,Radial Velocity,2006,Anglo-Australian Telescope,Published Confirmed,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,1019.74,21.29,-22.58,0.0,,,,,,,,,265.70588,3.49613,-3.49613,0.0,0.251,0.221,-0.191,0.0,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,,6117.0,27.0,-27.0,0.0,1.27,0.07,-0.07,0.0,1.19,0.02,-0.02,0.0,0.12,0.04,-0.04,0.0,[Fe/H],45.8993,0.0938,-0.0935
Kepler-883 b,Kepler-883,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.98495573,3.436e-05,-3.436e-05,0.0,1.78,0.17,-0.13,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6116.0,64.67,-61.19,0.0,1.09,0.1,-0.08,0.0,1.06,0.05,-0.05,0.0,-0.13,0.105,-0.11,0.0,[Fe/H],627.455,7.096,-6.941
Kepler-1607 b,Kepler-1607,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.6473676,0.0002102,-0.0002102,0.0,0.92,0.33,-0.14,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6116.0,118.51,-199.25,0.0,1.21,0.43,-0.18,0.0,1.14,0.14,-0.1,0.0,0.05,0.135,-0.146,0.0,[Fe/H],1286.1,38.86,-38.86
Kepler-312 c,Kepler-312,1,1,2,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,19.747412,6.8e-05,-6.8e-05,0.0,3.15,0.61,-0.61,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6115.0,100.0,-100.0,0.0,1.47,0.28,-0.28,0.0,,,,,,,,,,797.72,14.083,-13.611
Kepler-312 b,Kepler-312,1,1,2,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.772419,1.2e-05,-1.2e-05,0.0,1.29,0.25,-0.25,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6115.0,100.0,-100.0,0.0,1.47,0.28,-0.28,0.0,,,,,,,,,,797.72,14.083,-13.611
Kepler-919 b,Kepler-919,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.04603384,6.6e-05,-6.6e-05,0.0,2.25,0.87,-0.29,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6113.0,132.9,-172.0,0.0,1.21,0.47,-0.15,0.0,1.15,0.15,-0.09,0.0,0.07,0.145,-0.133,0.0,[Fe/H],1119.87,38.43,-36.0
Kepler-507 b,Kepler-507,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.56809693,7.07e-06,-7.07e-06,0.0,1.3,0.24,-0.17,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6113.0,66.08,-67.92,0.0,1.32,0.24,-0.17,0.0,1.16,0.07,-0.05,0.0,0.06,0.081,-0.076,0.0,[Fe/H],391.644,3.246,-3.195
Kepler-1084 b,Kepler-1084,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.05333679,4.13e-06,-4.13e-06,0.0,1.11,0.23,-0.15,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6113.0,63.72,-75.56,0.0,1.28,0.27,-0.17,0.0,1.12,0.07,-0.06,0.0,-0.02,0.083,-0.108,0.0,[Fe/H],405.533,5.621,-5.472
WASP-85 A b,WASP-85 A,1,2,1,Transit,2016,K2,Published Confirmed,<a refstr=MO__X10D_NIK_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..150M/abstract target=ref>Mo&#x10D;nik et al. 2016</a>,2.6556777,4.4e-07,-4.4e-07,0.0,13.899,0.336,-0.336,0.0,402.05495,20.65895,-20.65895,0.0,402.05495,20.65895,-20.65895,0.0,0.0,,,0.0,<a refstr=MO__X10D_NIK_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..150M/abstract target=ref>Mo&#x10D;nik et al. 2016</a>,G5 V,6112.0,27.0,-27.0,0.0,0.94,0.02,-0.02,0.0,1.09,0.08,-0.08,0.0,,,,,,141.887,1.229,-1.208
Kepler-911 b,Kepler-911,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,20.310501,5.659e-05,-5.659e-05,0.0,2.6,0.1,-0.1,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6112.0,58.03,-62.2,0.0,1.99,0.06,-0.07,0.0,1.34,0.05,-0.09,0.0,0.03,0.056,-0.033,0.0,[Fe/H],556.168,8.13,-7.903
Kepler-805 b,Kepler-805,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,30.8638931,0.0001259,-0.0001259,0.0,2.89,0.13,-0.25,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6112.0,55.03,-66.37,0.0,1.65,0.06,-0.05,0.0,1.19,0.07,-0.04,0.0,-0.06,0.082,-0.067,0.0,[Fe/H],638.49,10.191,-9.881
Kepler-520 c,Kepler-520,1,1,2,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.21104261,1.231e-05,-1.231e-05,0.0,1.07,0.07,-0.05,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6112.0,68.96,-60.87,0.0,1.09,0.05,-0.05,0.0,1.1,0.04,-0.04,0.0,-0.03,0.094,-0.099,0.0,[Fe/H],623.901,,
Kepler-520 b,Kepler-520,1,1,2,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,19.67416124,5.245e-05,-5.245e-05,0.0,1.66,0.28,-0.1,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6112.0,68.96,-60.87,0.0,1.09,0.05,-0.05,0.0,1.1,0.04,-0.04,0.0,-0.03,0.094,-0.099,0.0,[Fe/H],623.901,,
Kepler-1094 b,Kepler-1094,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,78.1000231,0.0006388,-0.0006388,0.0,3.18,1.2,-0.46,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6112.0,127.39,-187.65,0.0,1.21,0.46,-0.17,0.0,1.14,0.16,-0.09,0.0,0.06,0.135,-0.148,0.0,[Fe/H],1291.01,55.4,-55.4
WASP-169 b,WASP-169,1,1,1,Transit,2019,WASP-South,Published Confirmed,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,5.6114118,9.2e-06,-9.2e-06,0.0,14.617,1.681,-0.818,0.0,178.30263,19.38763,-19.38763,0.0,178.30263,19.38763,-19.38763,0.0,0.0,,,0.0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,F8,6110.0,101.0,-101.0,0.0,2.01,0.19,-0.09,0.0,1.34,0.08,-0.08,0.0,0.06,0.07,-0.07,0.0,[Fe/H],627.066,14.159,-13.559
WASP-103 b,WASP-103,1,1,1,Transit,2014,SuperWASP,Published Confirmed,<a refstr=GILLON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562L...3G/abstract target=ref> Gillon et al. 2014 </a>,0.925542,1.9e-05,-1.9e-05,0.0,17.127,0.818,-0.527,0.0,473.547,27.968,-27.968,0.0,473.547,27.968,-27.968,0.0,,,,,<a refstr=GILLON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562L...3G/abstract target=ref> Gillon et al. 2014 </a>,F8 V,6110.0,160.0,-160.0,0.0,1.44,0.05,-0.03,0.0,1.22,0.04,-0.04,0.0,0.06,0.13,-0.13,0.0,[Fe/H],375.647,,
Kepler-1003 b,Kepler-1003,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.55485691,6.71e-06,-6.71e-06,0.0,1.78,0.48,-0.22,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6109.0,150.04,-195.29,0.0,1.17,0.32,-0.15,0.0,1.11,0.13,-0.08,0.0,0.01,0.14,-0.172,0.0,[Fe/H],941.902,15.703,-15.206
Kepler-364 c,Kepler-364,1,1,2,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,59.980627,0.000879,-0.000879,0.0,2.15,0.42,-0.42,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6108.0,125.0,-125.0,0.0,1.28,0.25,-0.25,0.0,,,,,,,,,,891.462,9.894,-9.894
Kepler-364 b,Kepler-364,1,1,2,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,25.745718,0.000548,-0.000548,0.0,1.55,0.37,-0.37,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6108.0,125.0,-125.0,0.0,1.28,0.25,-0.25,0.0,,,,,,,,,,891.462,9.894,-9.894
Kepler-907 b,Kepler-907,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,15.86621821,6.487e-05,-6.487e-05,0.0,1.2,0.06,-0.05,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6106.0,84.34,-82.33,0.0,1.38,0.06,-0.05,0.0,1.08,0.07,-0.06,0.0,-0.15,0.12,-0.1,0.0,[Fe/H],,,
Kepler-514 b,Kepler-514,1,2,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.65179605,1.087e-05,-1.087e-05,0.0,1.72,0.28,-0.19,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6106.0,72.75,-68.2,0.0,1.44,0.23,-0.16,0.0,1.28,0.07,-0.05,0.0,0.36,0.067,-0.071,0.0,[Fe/H],455.336,4.984,-4.879
Kepler-127 d,Kepler-127,1,1,3,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,48.630408,0.000128,-0.000128,0.0,2.64,0.14,-0.14,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6106.0,106.0,-106.0,0.0,1.36,0.04,-0.04,0.0,,,,,,,,,,352.794,2.691,-2.652
Kepler-127 c,Kepler-127,1,1,3,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,29.393195,7.3e-05,-7.3e-05,0.0,2.66,0.14,-0.14,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6106.0,106.0,-106.0,0.0,1.36,0.04,-0.04,0.0,,,,,,,,,,352.794,2.691,-2.652
Kepler-127 b,Kepler-127,1,1,3,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,14.435889,6.3e-05,-6.3e-05,0.0,1.4,0.05,-0.05,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6106.0,106.0,-106.0,0.0,1.36,0.04,-0.04,0.0,,,,,,,,,,352.794,2.691,-2.652
Kepler-276 b,Kepler-276,1,1,3,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,14.12841,0.000111,-0.000111,0.0,2.87,1.35,-1.35,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6105.0,200.0,-200.0,0.0,1.05,0.48,-0.48,0.0,,,,,,,,,,1144.86,46.15,-42.76
Kepler-187 c,Kepler-187,1,1,2,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,10.640263,4.8e-05,-4.8e-05,0.0,2.67,0.52,-0.52,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6105.0,129.0,-129.0,0.0,1.29,0.25,-0.25,0.0,,,,,,,,,,1143.0,33.31,-31.51
Kepler-187 b,Kepler-187,1,1,2,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.938864,5.8e-05,-5.8e-05,0.0,1.41,0.28,-0.28,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6105.0,129.0,-129.0,0.0,1.29,0.25,-0.25,0.0,,,,,,,,,,1143.0,33.31,-31.51
Kepler-408 b,Kepler-408,1,1,1,Transit,2014,Kepler,Published Confirmed,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2.46502,,,0.0,0.82,0.03,-0.03,0.0,5.0,,,1.0,5.0,,,1.0,,,,,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,6104.0,74.0,-74.0,0.0,1.23,0.03,-0.03,0.0,1.08,0.07,-0.07,0.0,-0.2,0.1,-0.1,0.0,[Fe/H],88.7832,0.2629,-0.2614
Kepler-1876 b,Kepler-1876,1,1,1,Transit,2021,Kepler,Published Confirmed,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,6.99205,3.8e-05,-3.8e-05,0.0,0.853,0.039,-0.026,0.0,2.4,,,1.0,2.4,,,1.0,0.098,,,1.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,6104.0,57.0,-57.0,0.0,1.48,0.02,-0.02,0.0,1.19,0.07,-0.09,0.0,0.01,0.06,-0.06,0.0,[Fe/H],259.935,1.797,-1.773
Kepler-1106 b,Kepler-1106,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.25275217,2.15e-06,-2.15e-06,0.0,1.65,0.49,-0.23,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6104.0,152.44,-185.27,0.0,1.17,0.34,-0.16,0.0,1.11,0.14,-0.09,0.0,0.0,0.125,-0.171,0.0,[Fe/H],1090.7,23.91,-22.92
KELT-6 b,KELT-6,1,1,2,Transit,2014,KELT,Published Confirmed,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,7.8457,0.0002,-0.0002,0.0,14.572,1.009,-1.009,0.0,165.2716,38.1396,-38.1396,0.0,165.2716,38.1396,-38.1396,0.0,0.22,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6102.0,43.0,-43.0,0.0,1.73,0.12,-0.12,0.0,1.42,0.46,-0.46,0.0,-0.28,,,0.0,[Fe/H],240.726,1.987,-1.955
HD 50499 b,HD 50499,1,1,2,Radial Velocity,2005,W. M. Keck Observatory,Published Confirmed,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,2447.1,21.92,-21.72,0.0,,,,,,,,,519.96988,5.40311,-5.40311,0.0,0.266,0.044,-0.044,0.0,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,,6102.0,54.0,-54.0,0.0,1.35,0.05,-0.05,0.0,1.25,0.02,-0.02,0.0,0.26,0.04,-0.04,0.0,[Fe/H],46.2845,0.0557,-0.0555
TOI-2207 b,TOI-2207,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,8.001968,2.4e-05,-2.5e-05,0.0,11.153,0.314,-0.303,0.0,203.41018,31.78284,-38.13941,0.0,203.41018,31.78284,-38.13941,0.0,0.174,0.048,-0.052,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,6101.0,75.0,-73.0,0.0,1.56,0.04,-0.04,0.0,1.3,0.07,-0.07,0.0,0.181,0.086,-0.086,0.0,[Fe/H],373.345,6.487,-6.273
